Loss,Accuracy,a,k,b
1.29085,0.37659,0.242563,3.31811,-0.139952
1.29084,0.37659,0.242547,3.31811,-0.139952
1.29083,0.37659,0.242531,3.31811,-0.139952
1.29082,0.379135,0.242516,3.31811,-0.139952
1.29082,0.379135,0.2425,3.31811,-0.139952
1.29081,0.379135,0.242484,3.31811,-0.139952
1.2908,0.379135,0.242469,3.31811,-0.139952
1.29079,0.379135,0.242453,3.3181,-0.139952
1.29078,0.379135,0.242438,3.3181,-0.139952
1.29078,0.379135,0.242422,3.3181,-0.139951
1.29077,0.379135,0.242407,3.3181,-0.139951
1.29076,0.379135,0.242391,3.3181,-0.139951
1.29075,0.379135,0.242376,3.3181,-0.139951
1.29074,0.379135,0.24236,3.3181,-0.139951
1.29074,0.379135,0.242345,3.3181,-0.139951
1.29073,0.379135,0.242329,3.3181,-0.139951
1.29072,0.379135,0.242314,3.3181,-0.139951
1.29071,0.379135,0.242298,3.3181,-0.139951
1.2907,0.379135,0.242283,3.31809,-0.139951
1.2907,0.379135,0.242267,3.31809,-0.139951
1.29069,0.379135,0.242252,3.31809,-0.13995
1.29068,0.379135,0.242237,3.31809,-0.13995
1.29067,0.379135,0.242221,3.31809,-0.13995
1.29067,0.379135,0.242206,3.31809,-0.13995
1.29066,0.379135,0.242191,3.31809,-0.13995
1.29065,0.379135,0.242175,3.31809,-0.13995
1.29064,0.379135,0.24216,3.31809,-0.13995
1.29064,0.379135,0.242145,3.31809,-0.13995
1.29063,0.379135,0.242129,3.31808,-0.13995
1.29062,0.379135,0.242114,3.31808,-0.13995
1.29061,0.379135,0.242099,3.31808,-0.13995
1.29061,0.379135,0.242084,3.31808,-0.13995
1.2906,0.379135,0.242068,3.31808,-0.139949
1.29059,0.379135,0.242053,3.31808,-0.139949
1.29058,0.379135,0.242038,3.31808,-0.139949
1.29058,0.379135,0.242023,3.31808,-0.139949
1.29057,0.379135,0.242008,3.31808,-0.139949
1.29056,0.379135,0.241992,3.31808,-0.139949
1.29056,0.379135,0.241977,3.31808,-0.139949
1.29055,0.379135,0.241962,3.31807,-0.139949
1.29054,0.379135,0.241947,3.31807,-0.139949
1.29053,0.379135,0.241932,3.31807,-0.139949
1.29053,0.379135,0.241917,3.31807,-0.139949
1.29052,0.381679,0.241902,3.31807,-0.139948
1.29051,0.381679,0.241887,3.31807,-0.139948
1.29051,0.381679,0.241872,3.31807,-0.139948
1.2905,0.381679,0.241857,3.31807,-0.139948
1.29049,0.381679,0.241842,3.31807,-0.139948
1.29048,0.381679,0.241827,3.31807,-0.139948
1.29048,0.381679,0.241812,3.31806,-0.139948
1.29047,0.381679,0.241797,3.31806,-0.139948
1.29046,0.381679,0.241782,3.31806,-0.139948
1.29046,0.381679,0.241767,3.31806,-0.139948
1.29045,0.381679,0.241752,3.31806,-0.139948
1.29044,0.381679,0.241737,3.31806,-0.139947
1.29044,0.381679,0.241722,3.31806,-0.139947
1.29043,0.379135,0.241707,3.31806,-0.139947
1.29042,0.379135,0.241692,3.31806,-0.139947
1.29042,0.379135,0.241677,3.31806,-0.139947
1.29041,0.379135,0.241663,3.31806,-0.139947
1.2904,0.379135,0.241648,3.31805,-0.139947
1.2904,0.379135,0.241633,3.31805,-0.139947
1.29039,0.379135,0.241618,3.31805,-0.139947
1.29038,0.379135,0.241603,3.31805,-0.139947
1.29038,0.379135,0.241588,3.31805,-0.139947
1.29037,0.379135,0.241574,3.31805,-0.139946
1.29036,0.381679,0.241559,3.31805,-0.139946
1.29036,0.381679,0.241544,3.31805,-0.139946
1.29035,0.381679,0.241529,3.31805,-0.139946
1.29034,0.381679,0.241515,3.31805,-0.139946
1.29034,0.381679,0.2415,3.31804,-0.139946
1.29033,0.381679,0.241485,3.31804,-0.139946
1.29032,0.381679,0.241471,3.31804,-0.139946
1.29032,0.381679,0.241456,3.31804,-0.139946
1.29031,0.381679,0.241441,3.31804,-0.139946
1.29031,0.381679,0.241427,3.31804,-0.139946
1.2903,0.381679,0.241412,3.31804,-0.139945
1.29029,0.381679,0.241397,3.31804,-0.139945
1.29029,0.381679,0.241383,3.31804,-0.139945
1.29028,0.381679,0.241368,3.31804,-0.139945
1.29027,0.381679,0.241354,3.31804,-0.139945
1.29027,0.381679,0.241339,3.31803,-0.139945
1.29026,0.381679,0.241324,3.31803,-0.139945
1.29026,0.381679,0.24131,3.31803,-0.139945
1.29025,0.381679,0.241295,3.31803,-0.139945
1.29024,0.381679,0.241281,3.31803,-0.139945
1.29024,0.379135,0.241266,3.31803,-0.139945
1.29023,0.379135,0.241252,3.31803,-0.139945
1.29023,0.379135,0.241237,3.31803,-0.139944
1.29022,0.379135,0.241223,3.31803,-0.139944
1.29021,0.379135,0.241208,3.31803,-0.139944
1.29021,0.379135,0.241194,3.31802,-0.139944
1.2902,0.379135,0.241179,3.31802,-0.139944
1.2902,0.379135,0.241165,3.31802,-0.139944
1.29019,0.379135,0.241151,3.31802,-0.139944
1.29019,0.379135,0.241136,3.31802,-0.139944
1.29018,0.379135,0.241122,3.31802,-0.139944
1.29017,0.379135,0.241107,3.31802,-0.139944
1.29017,0.379135,0.241093,3.31802,-0.139944
1.29016,0.379135,0.241079,3.31802,-0.139943
1.29016,0.379135,0.241064,3.31802,-0.139943
1.29015,0.379135,0.24105,3.31802,-0.139943
1.29015,0.379135,0.241036,3.31801,-0.139943
1.29014,0.379135,0.241021,3.31801,-0.139943
1.29013,0.379135,0.241007,3.31801,-0.139943
1.29013,0.379135,0.240993,3.31801,-0.139943
1.29012,0.379135,0.240978,3.31801,-0.139943
1.29012,0.379135,0.240964,3.31801,-0.139943
1.29011,0.379135,0.24095,3.31801,-0.139943
1.29011,0.379135,0.240936,3.31801,-0.139943
1.2901,0.379135,0.240921,3.31801,-0.139942
1.2901,0.379135,0.240907,3.31801,-0.139942
1.29009,0.379135,0.240893,3.318,-0.139942
1.29008,0.379135,0.240879,3.318,-0.139942
1.29008,0.379135,0.240865,3.318,-0.139942
1.29007,0.379135,0.24085,3.318,-0.139942
1.29007,0.379135,0.240836,3.318,-0.139942
1.29006,0.379135,0.240822,3.318,-0.139942
1.29006,0.379135,0.240808,3.318,-0.139942
1.29005,0.379135,0.240794,3.318,-0.139942
1.29005,0.379135,0.24078,3.318,-0.139942
1.29004,0.379135,0.240766,3.318,-0.139941
1.29004,0.379135,0.240752,3.318,-0.139941
1.29003,0.379135,0.240737,3.31799,-0.139941
1.29003,0.379135,0.240723,3.31799,-0.139941
1.29002,0.379135,0.240709,3.31799,-0.139941
1.29002,0.379135,0.240695,3.31799,-0.139941
1.29001,0.379135,0.240681,3.31799,-0.139941
1.29001,0.379135,0.240667,3.31799,-0.139941
1.29,0.379135,0.240653,3.31799,-0.139941
1.29,0.379135,0.240639,3.31799,-0.139941
1.28999,0.379135,0.240625,3.31799,-0.139941
1.28999,0.379135,0.240611,3.31799,-0.13994
1.28998,0.379135,0.240597,3.31798,-0.13994
1.28998,0.379135,0.240583,3.31798,-0.13994
1.28997,0.379135,0.240569,3.31798,-0.13994
1.28997,0.379135,0.240555,3.31798,-0.13994
1.28996,0.379135,0.240541,3.31798,-0.13994
1.28996,0.379135,0.240528,3.31798,-0.13994
1.28995,0.379135,0.240514,3.31798,-0.13994
1.28995,0.379135,0.2405,3.31798,-0.13994
1.28994,0.379135,0.240486,3.31798,-0.13994
1.28994,0.379135,0.240472,3.31798,-0.13994
1.28993,0.379135,0.240458,3.31798,-0.13994
1.28993,0.379135,0.240444,3.31797,-0.139939
1.28992,0.379135,0.24043,3.31797,-0.139939
1.28992,0.379135,0.240417,3.31797,-0.139939
1.28991,0.379135,0.240403,3.31797,-0.139939
1.28991,0.379135,0.240389,3.31797,-0.139939
1.2899,0.379135,0.240375,3.31797,-0.139939
1.2899,0.379135,0.240361,3.31797,-0.139939
1.28989,0.379135,0.240348,3.31797,-0.139939
1.28989,0.379135,0.240334,3.31797,-0.139939
1.28989,0.379135,0.24032,3.31797,-0.139939
1.28988,0.379135,0.240306,3.31796,-0.139939
1.28988,0.379135,0.240293,3.31796,-0.139938
1.28987,0.379135,0.240279,3.31796,-0.139938
1.28987,0.379135,0.240265,3.31796,-0.139938
1.28986,0.379135,0.240251,3.31796,-0.139938
1.28986,0.379135,0.240238,3.31796,-0.139938
1.28985,0.379135,0.240224,3.31796,-0.139938
1.28985,0.379135,0.24021,3.31796,-0.139938
1.28984,0.379135,0.240197,3.31796,-0.139938
1.28984,0.379135,0.240183,3.31796,-0.139938
1.28984,0.379135,0.240169,3.31796,-0.139938
1.28983,0.379135,0.240156,3.31795,-0.139938
1.28983,0.379135,0.240142,3.31795,-0.139937
1.28982,0.379135,0.240128,3.31795,-0.139937
1.28982,0.379135,0.240115,3.31795,-0.139937
1.28981,0.379135,0.240101,3.31795,-0.139937
1.28981,0.379135,0.240088,3.31795,-0.139937
1.28981,0.379135,0.240074,3.31795,-0.139937
1.2898,0.379135,0.240061,3.31795,-0.139937
1.2898,0.379135,0.240047,3.31795,-0.139937
1.28979,0.379135,0.240033,3.31795,-0.139937
1.28979,0.379135,0.24002,3.31794,-0.139937
1.28979,0.379135,0.240006,3.31794,-0.139937
1.28978,0.379135,0.239993,3.31794,-0.139936
1.28978,0.379135,0.239979,3.31794,-0.139936
1.28977,0.379135,0.239966,3.31794,-0.139936
1.28977,0.379135,0.239952,3.31794,-0.139936
1.28977,0.379135,0.239939,3.31794,-0.139936
1.28976,0.379135,0.239926,3.31794,-0.139936
1.28976,0.379135,0.239912,3.31794,-0.139936
1.28975,0.379135,0.239899,3.31794,-0.139936
1.28975,0.379135,0.239885,3.31793,-0.139936
1.28975,0.379135,0.239872,3.31793,-0.139936
1.28974,0.379135,0.239858,3.31793,-0.139936
1.28974,0.379135,0.239845,3.31793,-0.139935
1.28973,0.379135,0.239832,3.31793,-0.139935
1.28973,0.379135,0.239818,3.31793,-0.139935
1.28973,0.379135,0.239805,3.31793,-0.139935
1.28972,0.379135,0.239791,3.31793,-0.139935
1.28972,0.379135,0.239778,3.31793,-0.139935
1.28971,0.379135,0.239765,3.31793,-0.139935
1.28971,0.379135,0.239751,3.31793,-0.139935
1.28971,0.379135,0.239738,3.31792,-0.139935
1.2897,0.379135,0.239725,3.31792,-0.139935
1.2897,0.379135,0.239711,3.31792,-0.139935
1.2897,0.379135,0.239698,3.31792,-0.139934
1.28969,0.379135,0.239685,3.31792,-0.139934
1.28969,0.379135,0.239671,3.31792,-0.139934
1.28969,0.379135,0.239658,3.31792,-0.139934
1.28968,0.379135,0.239645,3.31792,-0.139934
1.28968,0.379135,0.239632,3.31792,-0.139934
1.28967,0.379135,0.239618,3.31792,-0.139934
1.28967,0.379135,0.239605,3.31791,-0.139934
1.28967,0.379135,0.239592,3.31791,-0.139934
1.28966,0.379135,0.239579,3.31791,-0.139934
1.28966,0.379135,0.239566,3.31791,-0.139934
1.28966,0.379135,0.239552,3.31791,-0.139934
1.28965,0.379135,0.239539,3.31791,-0.139933
1.28965,0.379135,0.239526,3.31791,-0.139933
1.28965,0.379135,0.239513,3.31791,-0.139933
1.28964,0.379135,0.2395,3.31791,-0.139933
1.28964,0.379135,0.239487,3.31791,-0.139933
1.28964,0.379135,0.239473,3.31791,-0.139933
1.28963,0.379135,0.23946,3.3179,-0.139933
1.28963,0.379135,0.239447,3.3179,-0.139933
1.28963,0.379135,0.239434,3.3179,-0.139933
1.28962,0.379135,0.239421,3.3179,-0.139933
1.28962,0.379135,0.239408,3.3179,-0.139933
1.28962,0.379135,0.239395,3.3179,-0.139932
1.28961,0.379135,0.239382,3.3179,-0.139932
1.28961,0.379135,0.239368,3.3179,-0.139932
1.28961,0.379135,0.239355,3.3179,-0.139932
1.2896,0.379135,0.239342,3.3179,-0.139932
1.2896,0.379135,0.239329,3.31789,-0.139932
1.2896,0.379135,0.239316,3.31789,-0.139932
1.28959,0.37659,0.239303,3.31789,-0.139932
1.28959,0.37659,0.23929,3.31789,-0.139932
1.28959,0.37659,0.239277,3.31789,-0.139932
1.28958,0.37659,0.239264,3.31789,-0.139932
1.28958,0.37659,0.239251,3.31789,-0.139931
1.28958,0.37659,0.239238,3.31789,-0.139931
1.28957,0.37659,0.239225,3.31789,-0.139931
1.28957,0.37659,0.239212,3.31789,-0.139931
1.28957,0.37659,0.239199,3.31789,-0.139931
1.28956,0.379135,0.239186,3.31788,-0.139931
1.28956,0.379135,0.239174,3.31788,-0.139931
1.28956,0.379135,0.239161,3.31788,-0.139931
1.28956,0.379135,0.239148,3.31788,-0.139931
1.28955,0.379135,0.239135,3.31788,-0.139931
1.28955,0.379135,0.239122,3.31788,-0.139931
1.28955,0.379135,0.239109,3.31788,-0.13993
1.28954,0.379135,0.239096,3.31788,-0.13993
1.28954,0.379135,0.239083,3.31788,-0.13993
1.28954,0.379135,0.23907,3.31788,-0.13993
1.28954,0.379135,0.239058,3.31787,-0.13993
1.28953,0.379135,0.239045,3.31787,-0.13993
1.28953,0.379135,0.239032,3.31787,-0.13993
1.28953,0.379135,0.239019,3.31787,-0.13993
1.28953,0.379135,0.239006,3.31787,-0.13993
1.28952,0.379135,0.238993,3.31787,-0.13993
1.28952,0.379135,0.238981,3.31787,-0.13993
1.28952,0.379135,0.238968,3.31787,-0.139929
1.28951,0.379135,0.238955,3.31787,-0.139929
1.28951,0.379135,0.238942,3.31787,-0.139929
1.28951,0.379135,0.238929,3.31787,-0.139929
1.28951,0.379135,0.238917,3.31786,-0.139929
1.2895,0.379135,0.238904,3.31786,-0.139929
1.2895,0.379135,0.238891,3.31786,-0.139929
1.2895,0.379135,0.238878,3.31786,-0.139929
1.2895,0.379135,0.238866,3.31786,-0.139929
1.28949,0.379135,0.238853,3.31786,-0.139929
1.28949,0.379135,0.23884,3.31786,-0.139929
1.28949,0.379135,0.238828,3.31786,-0.139929
1.28949,0.379135,0.238815,3.31786,-0.139928
1.28948,0.379135,0.238802,3.31786,-0.139928
1.28948,0.379135,0.238789,3.31785,-0.139928
1.28948,0.379135,0.238777,3.31785,-0.139928
1.28948,0.379135,0.238764,3.31785,-0.139928
1.28947,0.379135,0.238751,3.31785,-0.139928
1.28947,0.379135,0.238739,3.31785,-0.139928
1.28947,0.379135,0.238726,3.31785,-0.139928
1.28947,0.379135,0.238714,3.31785,-0.139928
1.28946,0.379135,0.238701,3.31785,-0.139928
1.28946,0.379135,0.238688,3.31785,-0.139928
1.28946,0.379135,0.238676,3.31785,-0.139927
1.28946,0.379135,0.238663,3.31785,-0.139927
1.28945,0.379135,0.238651,3.31785,-0.139927
1.28945,0.379135,0.238638,3.31785,-0.139927
1.28945,0.379135,0.238625,3.31785,-0.139927
1.28945,0.379135,0.238613,3.31785,-0.139927
1.28945,0.379135,0.2386,3.31785,-0.139927
1.28944,0.379135,0.238588,3.31785,-0.139927
1.28944,0.379135,0.238575,3.31785,-0.139927
1.28944,0.379135,0.238563,3.31785,-0.139927
1.28944,0.379135,0.23855,3.31785,-0.139927
1.28943,0.379135,0.238538,3.31784,-0.139926
1.28943,0.379135,0.238525,3.31784,-0.139926
1.28943,0.379135,0.238513,3.31784,-0.139926
1.28943,0.379135,0.2385,3.31784,-0.139926
1.28943,0.379135,0.238488,3.31784,-0.139926
1.28942,0.379135,0.238475,3.31784,-0.139926
1.28942,0.379135,0.238463,3.31784,-0.139926
1.28942,0.379135,0.23845,3.31784,-0.139926
1.28942,0.379135,0.238438,3.31784,-0.139926
1.28942,0.379135,0.238425,3.31784,-0.139926
1.28942,0.379135,0.238413,3.31784,-0.139926
1.28941,0.379135,0.2384,3.31784,-0.139925
1.28941,0.379135,0.238388,3.31784,-0.139925
1.28941,0.379135,0.238376,3.31784,-0.139925
1.28941,0.379135,0.238363,3.31784,-0.139925
1.2894,0.37659,0.238351,3.31784,-0.139925
1.2894,0.37659,0.238338,3.31784,-0.139925
1.2894,0.37659,0.238326,3.31784,-0.139925
1.2894,0.37659,0.238314,3.31784,-0.139925
1.2894,0.37659,0.238301,3.31784,-0.139925
1.2894,0.37659,0.238289,3.31784,-0.139925
1.28939,0.37659,0.238277,3.31783,-0.139925
1.28939,0.37659,0.238264,3.31783,-0.139924
1.28939,0.37659,0.238252,3.31783,-0.139924
1.28939,0.37659,0.238239,3.31783,-0.139924
1.28939,0.37659,0.238227,3.31783,-0.139924
1.28938,0.37659,0.238215,3.31783,-0.139924
1.28938,0.37659,0.238203,3.31783,-0.139924
1.28938,0.37659,0.23819,3.31783,-0.139924
1.28938,0.37659,0.238178,3.31783,-0.139924
1.28938,0.37659,0.238166,3.31783,-0.139924
1.28938,0.37659,0.238153,3.31783,-0.139924
1.28937,0.37659,0.238141,3.31783,-0.139924
1.28937,0.37659,0.238129,3.31783,-0.139923
1.28937,0.37659,0.238117,3.31783,-0.139923
1.28937,0.37659,0.238104,3.31783,-0.139923
1.28937,0.37659,0.238092,3.31783,-0.139923
1.28937,0.37659,0.23808,3.31783,-0.139923
1.28937,0.37659,0.238068,3.31783,-0.139923
1.28936,0.37659,0.238055,3.31783,-0.139923
1.28936,0.37659,0.238043,3.31783,-0.139923
1.28936,0.37659,0.238031,3.31783,-0.139923
1.28936,0.37659,0.238019,3.31782,-0.139923
1.28936,0.37659,0.238007,3.31782,-0.139923
1.28935,0.37659,0.237994,3.31782,-0.139923
1.28935,0.37659,0.237982,3.31782,-0.139922
1.28935,0.37659,0.23797,3.31782,-0.139922
1.28935,0.37659,0.237958,3.31782,-0.139922
1.28935,0.37659,0.237946,3.31782,-0.139922
1.28935,0.37659,0.237934,3.31782,-0.139922
1.28935,0.37659,0.237921,3.31782,-0.139922
1.28935,0.37659,0.237909,3.31782,-0.139922
1.28934,0.37659,0.237897,3.31782,-0.139922
1.28934,0.37659,0.237885,3.31782,-0.139922
1.28934,0.37659,0.237873,3.31782,-0.139922
1.28934,0.37659,0.237861,3.31782,-0.139922
1.28934,0.37659,0.237849,3.31782,-0.139921
1.28934,0.37659,0.237837,3.31782,-0.139921
1.28934,0.37659,0.237825,3.31782,-0.139921
1.28934,0.37659,0.237813,3.31782,-0.139921
1.28933,0.37659,0.237801,3.31782,-0.139921
1.28933,0.37659,0.237789,3.31782,-0.139921
1.28933,0.37659,0.237776,3.31782,-0.139921
1.28933,0.37659,0.237764,3.31781,-0.139921
1.28933,0.37659,0.237752,3.31781,-0.139921
1.28933,0.37659,0.23774,3.31781,-0.139921
1.28933,0.37659,0.237728,3.31781,-0.139921
1.28932,0.37659,0.237716,3.31781,-0.13992
1.28932,0.37659,0.237704,3.31781,-0.13992
1.28932,0.37659,0.237692,3.31781,-0.13992
1.28932,0.37659,0.23768,3.31781,-0.13992
1.28932,0.37659,0.237668,3.31781,-0.13992
1.28932,0.37659,0.237656,3.31781,-0.13992
1.28932,0.37659,0.237644,3.31781,-0.13992
1.28932,0.37659,0.237632,3.31781,-0.13992
1.28932,0.37659,0.23762,3.31781,-0.13992
1.28932,0.37659,0.237608,3.31781,-0.13992
1.28931,0.37659,0.237597,3.31781,-0.13992
1.28931,0.37659,0.237585,3.31781,-0.139919
1.28931,0.37659,0.237573,3.31781,-0.139919
1.28931,0.37659,0.237561,3.31781,-0.139919
1.28931,0.37659,0.237549,3.31781,-0.139919
1.28931,0.37659,0.237537,3.31781,-0.139919
1.28931,0.37659,0.237525,3.31781,-0.139919
1.28931,0.37659,0.237513,3.3178,-0.139919
1.28931,0.37659,0.237501,3.3178,-0.139919
1.28931,0.37659,0.237489,3.3178,-0.139919
1.2893,0.37659,0.237477,3.3178,-0.139919
1.2893,0.37659,0.237466,3.3178,-0.139919
1.2893,0.37659,0.237454,3.3178,-0.139918
1.2893,0.37659,0.237442,3.3178,-0.139918
1.2893,0.37659,0.23743,3.3178,-0.139918
1.2893,0.37659,0.237418,3.3178,-0.139918
1.2893,0.37659,0.237406,3.3178,-0.139918
1.2893,0.37659,0.237395,3.3178,-0.139918
1.2893,0.37659,0.237383,3.3178,-0.139918
1.2893,0.37659,0.237371,3.3178,-0.139918
1.2893,0.37659,0.237359,3.3178,-0.139918
1.28929,0.37659,0.237347,3.3178,-0.139918
1.28929,0.374046,0.237335,3.3178,-0.139918
1.28929,0.374046,0.237324,3.3178,-0.139918
1.28929,0.374046,0.237312,3.3178,-0.139917
1.28929,0.374046,0.2373,3.3178,-0.139917
1.28929,0.374046,0.237288,3.3178,-0.139917
1.28929,0.374046,0.237277,3.3178,-0.139917
1.28929,0.374046,0.237265,3.31779,-0.139917
1.28929,0.374046,0.237253,3.31779,-0.139917
1.28929,0.374046,0.237241,3.31779,-0.139917
1.28929,0.374046,0.23723,3.31779,-0.139917
1.28929,0.374046,0.237218,3.31779,-0.139917
1.28929,0.374046,0.237206,3.31779,-0.139917
1.28929,0.374046,0.237195,3.31779,-0.139917
1.28929,0.374046,0.237183,3.31779,-0.139916
1.28928,0.374046,0.237171,3.31779,-0.139916
1.28928,0.374046,0.237159,3.31779,-0.139916
1.28928,0.374046,0.237148,3.31779,-0.139916
1.28928,0.374046,0.237136,3.31779,-0.139916
1.28928,0.374046,0.237124,3.31779,-0.139916
1.28928,0.374046,0.237113,3.31779,-0.139916
1.28928,0.374046,0.237101,3.31779,-0.139916
1.28928,0.374046,0.237089,3.31779,-0.139916
1.28928,0.374046,0.237078,3.31779,-0.139916
1.28928,0.374046,0.237066,3.31779,-0.139916
1.28928,0.374046,0.237054,3.31779,-0.139915
1.28928,0.374046,0.237043,3.31779,-0.139915
1.28928,0.374046,0.237031,3.31779,-0.139915
1.28928,0.374046,0.23702,3.31778,-0.139915
1.28928,0.374046,0.237008,3.31778,-0.139915
1.28928,0.374046,0.236996,3.31778,-0.139915
1.28928,0.374046,0.236985,3.31778,-0.139915
1.28928,0.374046,0.236973,3.31778,-0.139915
1.28928,0.374046,0.236962,3.31778,-0.139915
1.28928,0.374046,0.23695,3.31778,-0.139915
1.28928,0.374046,0.236938,3.31778,-0.139915
1.28927,0.374046,0.236927,3.31778,-0.139914
1.28928,0.374046,0.236915,3.31778,-0.139914
1.28927,0.374046,0.236904,3.31778,-0.139914
1.28927,0.374046,0.236892,3.31778,-0.139914
1.28927,0.374046,0.236881,3.31778,-0.139914
1.28927,0.374046,0.236869,3.31778,-0.139914
1.28927,0.374046,0.236858,3.31778,-0.139914
1.28927,0.374046,0.236846,3.31778,-0.139914
1.28927,0.374046,0.236835,3.31778,-0.139914
1.28927,0.374046,0.236823,3.31778,-0.139914
1.28927,0.374046,0.236812,3.31778,-0.139914
1.28927,0.374046,0.2368,3.31778,-0.139913
1.28927,0.374046,0.236789,3.31778,-0.139913
1.28927,0.374046,0.236777,3.31777,-0.139913
1.28927,0.374046,0.236766,3.31777,-0.139913
1.28927,0.374046,0.236754,3.31777,-0.139913
1.28927,0.374046,0.236743,3.31777,-0.139913
1.28927,0.374046,0.236731,3.31777,-0.139913
1.28927,0.374046,0.23672,3.31777,-0.139913
1.28927,0.374046,0.236708,3.31777,-0.139913
1.28927,0.374046,0.236697,3.31777,-0.139913
1.28927,0.374046,0.236685,3.31777,-0.139913
1.28927,0.374046,0.236674,3.31777,-0.139913
1.28927,0.374046,0.236663,3.31777,-0.139912
1.28927,0.374046,0.236651,3.31777,-0.139912
1.28927,0.374046,0.23664,3.31777,-0.139912
1.28927,0.374046,0.236628,3.31777,-0.139912
1.28927,0.374046,0.236617,3.31777,-0.139912
1.28927,0.374046,0.236605,3.31777,-0.139912
1.28927,0.374046,0.236594,3.31777,-0.139912
1.28927,0.374046,0.236583,3.31777,-0.139912
1.28927,0.374046,0.236571,3.31777,-0.139912
1.28927,0.374046,0.23656,3.31777,-0.139912
1.28927,0.374046,0.236549,3.31777,-0.139912
1.28927,0.374046,0.236537,3.31776,-0.139911
1.28927,0.374046,0.236526,3.31776,-0.139911
1.28927,0.374046,0.236515,3.31776,-0.139911
1.28927,0.374046,0.236503,3.31776,-0.139911
1.28927,0.374046,0.236492,3.31776,-0.139911
1.28927,0.374046,0.236481,3.31776,-0.139911
1.28927,0.374046,0.236469,3.31776,-0.139911
1.28927,0.374046,0.236458,3.31776,-0.139911
1.28927,0.374046,0.236447,3.31776,-0.139911
1.28927,0.374046,0.236435,3.31776,-0.139911
1.28927,0.374046,0.236424,3.31776,-0.139911
1.28927,0.374046,0.236413,3.31776,-0.13991
1.28927,0.374046,0.236401,3.31776,-0.13991
