5,Dajaku,6,2006.54,2006.54,2006.54,2006.54,0,0,2000
6,Endo,6,2013.75,2013.75,2013.75,2013.75,1,3,2000
7,Gentner,6,1640.27,2008.83,2002.59,2008.83,3,2,2000
8,Giesselmann,6,471.993,2013.25,2017.13,2009.65,14,1.85714,2000
9,Gogia,6,2006.54,2006.54,2006.54,2006.54,0,0,2000
10,Haraguchi,6,565.897,1958.37,1972.49,1976.14,16,2.4375,2000
11,Heintz,6,1448.8,1969.63,1976.69,1979.86,4,1,2000
12,Jaeckel,6,617.094,1954.53,1938.62,1925.3,15,1,2000
13,Jensen,6,2006.54,2006.54,2006.54,2006.54,0,0,2000
14,Khedira,6,308.726,2004.03,2038.11,2004.03,18,2,2000
15,Knoche,6,290.796,2078.94,2068.48,2055.21,21,1,2000
16,Luthe,6,2055.88,320.969,320.969,320.969,20,0,2000
17,Michel,6,1573.46,1936.96,1944.35,1955.55,5,3,2000
18,Mohwald,6,1785.19,1970.51,1960.98,1970.51,3,2,2000
19,Musa,6,1645,2020.59,2017.03,2009.92,3,3,2000
20,Oczipka,6,1173.2,1987.74,2006.53,1989.15,5,1.8,2000
21,Oeztunali,6,1179.36,1981.98,1981.41,1981.98,5,2,2000
22,Pohjanpalo,6,1839.3,2035.46,2032.19,2026.13,2,3,2000
23,Promel,6,583.258,2051.8,2076.39,2051.8,13,2,2000
24,Ronnow,6,2008.81,1801.85,1801.85,1801.85,1,0,2000
25,Ryerson,6,969.567,2010.28,2016.96,2009.6,8,1.875,2000
26,Schaefer,6,2032.58,2032.58,2032.58,2032.58,0,0,2000
27,Trimmel,6,590.861,2050.18,2047.7,2047.28,13,1.84615,2000
28,Ujah,6,2006.54,2006.54,2006.54,2006.54,0,0,2000
29,Voglsammer,6,945.695,1959.49,1967.73,1977.37,8,3,2000
0,Chang-Hoon,7,1992.18,1992.18,1992.18,1992.18,0,0,2000
1,Demirovic,7,990.606,2049.98,2056.87,2063.51,9,3,2000
2,Flekken,7,2053.89,346.758,346.758,346.758,17,0,2000
3,Grifo,7,321.2,2074.69,2097.98,2073.15,18,2.38888,2000
4,Gulde,7,981.325,2015.87,2018.46,2017.14,8,1,2000
5,Gunter,7,288.515,2033.34,2022.77,2026.9,21,1.38096,2000
6,Haberer,7,1296.05,1961.95,1957.65,1961.95,4,2,2000
7,Hofler,7,356.661,2078.84,2093.9,2078.84,18,2,2000
8,Holer,7,349.889,2017.88,2021.31,2016.23,20,2.95,2000
9,K.Schlotterbeck,7,1321.89,1995.7,1997.98,1997.94,5,1,2000
10,Keitel,7,1055.21,1972.05,1987.35,1972.05,7,2,2000
11,Kubler,7,346.078,2011.69,2017.3,2004.79,17,1.2353,2000
12,Lienhart,7,291.476,2071.45,2066.89,2056.82,21,1,2000
13,M.Eggestein,7,576.843,1999.13,2001.48,1999.13,15,2,2000
14,N.Schlotterbeck,7,439.299,2082.73,2076.42,2066.75,17,1,2000
15,Petersen,7,1620.04,1995.5,2005.3,2020.47,2,3,2000
16,Sallai,7,784.172,2002.24,2019.32,1991.14,11,2.36364,2000
17,Santamaria,7,1807.83,2004.28,2005.07,2004.28,2,2,2000
18,Schade,7,1074.12,2011.65,2015.35,2008.68,6,2.16667,2000
19,Schmid,7,1647.73,2023.88,2003.41,2013.43,4,1.75,2000
20,Sildillia,7,1807.86,2003.42,2001.2,2003.42,1,2,2000
21,Siquet,7,2036.58,2036.58,2036.58,2036.58,0,0,2000
22,Til,7,1989.05,1989.05,1989.05,1989.05,0,0,2000
23,Uphoff,7,1968.26,1611.55,1611.55,1611.55,2,0,2000
24,Woo-Yeong,7,636.784,1979.92,1981.98,1984.85,11,2.90909,2000
0,Ahamada,8,1975.43,1975.43,1975.43,1975.43,2,2,2000
1,Aidonis,8,2000.62,2000.62,2000.62,2000.62,0,0,2000
2,Anton,8,388.081,2012.98,2017.49,2014.47,18,1,2000
3,Badstuber,8,2000.62,2000.62,2000.62,2000.62,0,0,2000
4,Bredlow,8,1996.56,1611.15,1611.15,1611.15,2,0,2000
5,Churlinov,8,2000.62,2000.62,2000.62,2000.62,0,0,2000
6,Coulibaly,8,779.508,1984.03,1984.75,1968.89,11,2.45455,2000
7,Didavi,8,1795.15,1988.32,1988.79,1989,1,3,2000
8,Egloff,8,2000.62,2000.62,2000.62,2000.62,0,0,2000
9,Endo,8,316.099,2009.87,2004.93,2009.87,20,2,2000
10,Forster,8,648.307,2016.99,2020.57,2023.83,13,2.92308,2000
11,Fuehrich,8,748.809,1903.93,1907.75,1934.26,11,2.63636,2000
12,Gonzalez,8,1982.27,1982.27,1982.27,1982.27,0,0,2000
13,Grahl,8,2000.62,2000.62,2000.62,2000.62,0,0,2000
14,Ito,8,710.795,2013.59,2002.62,2004.16,10,1.1,2000
15,Kalajdzic,8,1095.24,2041.61,2043.12,2041.96,8,3,2000
16,Kaminski,8,2002.67,2002.67,2002.67,2002.67,0,0,2000
17,Karazor,8,790.76,2037.87,2059.41,2029.57,10,1.8,2000
18,Klimovicz,8,1081.15,2003.6,2000.35,2004.47,7,2.85714,2000
19,Mack,8,2000.62,2000.62,2000.62,2000.62,0,0,2000
20,Mangala,8,651.106,2022.8,2003.19,2026.87,11,2.09091,2000
21,Marmoush,8,694.395,1943.61,1945.19,1941.98,14,3,2000
22,Massimo,8,704.466,1968.83,1966.47,1968.83,12,2,2000
23,Mavropanos,8,356,2040.46,2044.7,2040.97,18,1,2000
24,Mola,8,2000.62,2000.62,2000.62,2000.62,0,0,2000
25,Muller,8,2010.27,436.246,436.246,436.246,17,0,2000
26,Nartey,8,1627.52,2011.63,2018.43,2011.63,2,2,2000
27,Sosa,8,484.53,2049.27,2054.56,2053.51,14,1.92857,2000
28,Stenzel,8,1803.29,2006.84,2004.36,2002.52,1,1,2000
29,Thommy,8,1803.95,2001.69,2004.92,2009.7,1,3,2000
30,Tibidi,8,1623.99,2000.34,1999.08,1995.75,2,3,2000
31,Tomas,8,2008.61,2008.61,2008.61,2008.61,0,0,2000
32,Wamangituka,8,1818.51,2015,2010.3,2015,1,2,2000
0,Benes,9,1608.6,1975.76,1969.12,1975.76,3,2,2000
1,Bensebaini,9,889.6,1992.35,2016.84,2027.34,10,1.1,2000
2,Beyer,9,1195.84,2005.66,2005.59,2003.76,5,1,2000
3,Doucoure,9,1981.99,1981.99,1981.99,1981.99,0,0,2000
4,Elvedi,9,393.146,2017.46,2030.46,2032.44,18,1,2000
5,Embolo,9,649.511,2029.69,2030.41,2024.96,12,3,2000
6,Friedrich,9,436.954,2062.11,2058.68,2051.09,17,1,2000
7,Ginter,9,393.558,2031.36,2039.03,2037.75,18,1,2000
8,Herrmann,9,1472.59,2006.87,2004.88,1999.79,3,3,2000
9,Hofman,9,603.929,2064.09,2043.35,2015.49,13,2.6923,2000
10,Jantschke,9,1458.44,2023.04,2008.49,1998.72,3,1,2000
11,Kone,9,711.23,2002.1,1991.86,2002.1,10,2,2000
12,Kramer,9,1078.45,2007.24,2008.03,2007.24,7,2,2000
13,Kurt,9,1981.99,1981.99,1981.99,1981.99,0,0,2000
14,Lainer,9,726.504,2026.07,2021.14,2034.45,12,1.5,2000
15,Lang,9,1981.99,1981.99,1981.99,1981.99,0,0,2000
16,Lazaro,9,1840.96,2030.77,2021.34,2030.77,3,2,2000
17,Netz,9,789.551,2010.11,2010.3,1999.45,9,2.11111,2000
18,Neuhaus,9,606.017,2072.2,2047.74,2064.06,14,2.21429,2000
19,Plea,9,820.591,2068.31,2057.63,2034.21,10,3,2000
20,Scally,9,584.295,2014.22,2007.32,2006.94,12,1.5,2000
21,Sippel,9,2006.06,2006.06,2006.06,2006.06,1,0,2000
22,Sommer,9,2014.31,317.968,317.968,317.968,19,0,2000
23,Stindl,9,528.034,1998.96,1987.22,2004.05,13,2.53846,2000
24,Thuram,9,1106.15,2046.42,2035.93,2014.79,8,3,2000
25,Traore,9,1981.99,1981.99,1981.99,1981.99,0,0,2000
26,Villalba,9,1981.99,1981.99,1981.99,1981.99,0,0,2000
27,Wendt,9,1977.94,1977.94,1977.94,1977.94,0,0,2000
0,Akpoguma,10,638.975,1996.58,1996.08,1990.1,11,1.45455,2000
1,Baumann,10,2037.35,323.213,323.213,323.213,20,0,2000
2,Baumgartner,10,596.119,2072.26,2091.03,2112.34,13,2.61537,2000
3,Bebou,10,471.212,2012.94,2032.1,2063.12,16,2.875,2000
4,Beier,10,1976.1,1976.1,1976.1,1976.1,0,0,2000
5,Bikakcic,10,1997.47,1997.47,1997.47,1997.47,0,0,2000
6,Bruun_Larsen,10,1188.13,1990.08,1994.04,2000.85,5,2.8,2000
7,Che,10,2013.61,2013.61,2013.61,2013.61,0,0,2000
8,Dabbur,10,781.392,2005.06,2025.07,2026.12,9,2.88889,2000
9,Geiger,10,636.694,1992.86,1987.86,1992.86,11,2,2000
10,Grillitsch,10,902.068,2063.5,2049.36,2053.52,10,1.7,2000
11,Hubner,10,1604.05,1978.71,1978.59,1977.8,2,1,2000
12,Kaderabek,10,808.154,2022.51,2041.37,2041.98,11,1.36364,2000
13,Kramaric,10,388.694,2017.28,2022.74,2080.27,18,2.6111,2000
14,Nordtveit,10,2003.34,2003.34,2003.34,2003.34,0,0,2000
15,Nuhu,10,2020.99,2020.99,2020.99,2020.99,0,0,2000
16,Pentke,10,1977.29,1783.49,1783.49,1783.49,1,0,2000
17,Posch,10,480.485,2021.85,2031.25,2031.76,16,1,2000
18,Raum,10,303.163,1940.78,1969.18,1952.11,22,1.54545,2000
19,Richards,10,660.226,2042.76,2055.75,2059.47,13,1,2000
20,Rudy,10,1315.3,1991.98,1993.96,1991.98,4,2,2000
21,Rutter,10,1169.59,1966.87,1967.3,1965.09,5,3,2000
22,Samassekou,10,804.36,2049.17,2063,2049.17,11,2,2000
23,Sessegnon,10,1630.71,1984.55,1993.71,1998.51,4,1,2000
24,Skov,10,1475.74,2020.03,2032.72,2025.28,5,2.8,2000
25,Stiller,10,856.597,1985.58,1983.79,1974.9,8,1.875,2000
26,Vogt,10,418.857,1952.77,1966.33,1969.16,15,1,2000
0,Agu,11,2037.35,2037.35,2037.35,2037.35,0,0,2000
1,Augustinsson,11,1625.75,2018.82,2007.44,1999.55,5,1.4,2000
2,Bittencourt,11,1633.93,2000.19,1993.45,2000.19,2,2,2000
3,Dinkci,11,2016.84,2016.84,2016.84,2016.84,0,0,2000
4,Erras,11,2015.71,2015.71,2015.71,2015.71,0,0,2000
5,Friedl,11,2026.48,2026.48,2026.48,2026.48,2,1,2000
6,Fullkrug,11,1648.82,2019.37,2014.33,2004.14,5,3,2000
7,Gebre_Selassie,11,1635.48,2030.83,2019.45,2011.56,5,1.4,2000
8,Gross,11,1602.55,1970.71,1973.97,1970.71,4,1.75,2000
9,Mbom,11,2034.7,2043.91,2053.93,2043.91,1,2,2000
10,Moisander,11,1618.84,2010.29,1998.91,1991.03,5,1,2000
11,Osako,11,1992.24,1992.24,1992.24,1992.24,0,0,2000
12,Pavlenka,11,2048.29,1650.64,1650.64,1650.64,5,0,2000
13,Rashica,11,2001.84,2001.84,2001.84,2001.84,2,3,2000
14,Sargent,11,1651.06,2022.13,2017.1,2006.9,5,2.8,2000
15,Schmid,11,2035.99,2035.99,2035.99,2035.99,0,0,2000
16,Toprak,11,1821.69,2008.07,2013.92,2017.07,1,1,2000
17,Veljkovic,11,1868.3,2033.99,2026.75,2025.68,3,1,2000
18,Woltemade,11,2015.71,2015.71,2015.71,2015.71,0,0,2000
19,Zetterer,11,2015.71,2015.71,2015.71,2015.71,0,0,2000
0,Bazee,12,1982,1982,1982,1982,0,0,2000
1,Caligiuri,12,771.639,1961.65,1968.64,1961.65,10,2,2000
2,Cordova,12,1778.56,1973.35,1974.8,1976.64,1,3,2000
3,Dorsch,12,468.024,2001.86,2010.84,2001.86,14,2,2000
4,Finnbogason,12,1976.54,1976.54,1976.54,1976.54,1,3,2000
5,Framberger,12,967.377,2030.03,2011.8,2001.84,8,1.25,2000
6,Gikiewicz,12,2029.01,315.478,315.478,315.478,20,0,2000
7,Gouweleeuw,12,470.496,2032.14,2006.92,1995.84,15,1.06667,2000
8,Gregoritsch,12,1065.16,1996.84,2007.15,2020.73,6,3,2000
9,Gruezo,12,1590.79,1954.37,1951.99,1954.37,4,2,2000
10,Gumny,12,350.573,2021.88,2016.5,2007.19,18,1,2000
11,Hahn,12,420.038,1983.9,2011.09,1995.58,16,2.62498,2000
12,Iago,12,473.199,2050.59,2028.06,2009.55,15,1,2000
13,Jensen,12,1607.47,1974.03,1969.62,1974.03,2,2,2000
14,Koubek,12,1982,1982,1982,1982,0,0,2000
15,Maier,12,701.372,1981.59,1982.57,1981.59,12,2,2000
16,Moravek,12,1072.22,2010.11,2029.53,2010.11,7,2,2000
17,Niederlechner,12,873.677,1992.2,1999.06,2005.8,9,3,2000
18,Oxford,12,424.242,2054.76,2023.58,1999.62,17,1,2000
19,Pedersen,12,1175.78,1960.1,1957.18,1967.4,6,1.66667,2000
20,Pepi,12,1623.73,2001.02,2001.28,2000.52,2,3,2000
21,Seong-Hoon,12,1982,1982,1982,1982,0,0,2000
22,Strobl,12,1603.64,1972.65,1971.83,1972.65,3,2,2000
23,Suchy,12,1979.28,1979.28,1979.28,1979.28,1,1,2000
24,Uduokhai,12,1206.8,1994.97,2011.32,2019.36,6,1,2000
25,Vargas,12,377.302,1963.6,1971.95,1964.54,17,2.41176,2000
26,Winther,12,1807.03,1985.95,1995.49,2000.88,1,1,2000
27,Zeqiri,12,971.632,2010.11,2013.85,2012.82,7,2.85714,2000
0,Andersson,13,713.406,1992.19,1989.02,1977.84,11,3,2000
1,Arokodare,13,1990.85,1990.85,1990.85,1990.85,0,0,2000
2,Arrey_Mbi,13,1999.62,1999.62,1999.62,1999.62,0,0,2000
3,Chabot,13,2009.61,2009.61,2009.61,2009.61,0,0,2000
4,Dennis,13,1995.17,1995.17,1995.17,1995.17,0,0,2000
5,Drexler,13,1812.79,2007.89,2005.88,2001.99,2,2.5,2000
6,Duda,13,525.953,2017.85,2020.75,2024.17,15,2.13333,2000
