24,Redan,14,1960.04,0,0
25,Piatek,14,1947.52,0,0
0,Rehnen,15,1965.28,0,0
1,Moreno,15,1970.55,0,0
2,De_Medina,15,1953.21,0,0
3,Brunner,15,1991.79,0,0
4,Van_der_Hoorn,15,1944.3,0,0
5,Pieper,15,1970.99,0,0
6,Lucoqui,15,1993.11,0,0
7,Laursen,15,1932.43,0,0
8,Nilsson,15,1993.33,0,0
9,Doan,15,1925.85,0,0
10,Hartel,15,1942.36,0,0
11,Seufert,15,1962.31,0,0
12,Soukoou,15,1954.94,0,0
13,Yabo,15,1977.37,0,0
14,Okugawa,15,1989.57,0,0
15,Kunze,15,1939.74,0,0
16,Gebauer,15,1966.57,0,0
17,Maier,15,1969.48,0,0
18,Frommann,15,1966.48,0,0
19,Vlap,15,1958.74,0,0
20,Prietl,15,1959.52,0,0
21,Consbruch,15,1958.08,0,0
22,Edmundsson,15,1958.08,0,0
23,Cordova,15,1956.71,0,0
24,Klos,15,1934.25,0,0
25,Voglsammer,15,1950.11,0,0
26,Schipplock,15,1945.4,0,0
0,Hanin,16,1964.03,0,0
1,Zentner,16,1960.58,0,0
2,Hack,16,1941.79,0,0
3,Da_Costa,16,2004.78,0,0
4,Niakhate,16,1978.36,0,0
5,St_Juste,16,1955.97,0,0
6,Kilian,16,1948.24,0,0
7,Brosinski,16,1929.43,0,0
8,Mwene,16,2007.8,0,0
9,Bell,16,2011.91,0,0
10,Latza,16,1946.82,0,0
11,Tauer,16,1964.03,0,0
12,Oztunali,16,1960.63,0,0
13,Boetius,16,1941.59,0,0
14,Papela,16,1964.03,0,0
15,Kohr,16,2028.37,0,0
16,Stoger,16,1951.07,0,0
17,Nebel,16,1964.03,0,0
18,Malong,16,1933.82,0,0
19,Fernandes,16,1945.16,0,0
20,Barreiro,16,2007.08,0,0
21,Szalai,16,1976.84,0,0
22,Onisi,16,1981.79,0,0
23,Glatzel,16,1965.71,0,0
24,Szalai,16,1971.41,0,0
25,Quaison,16,1929.31,0,0
26,Burkardt,16,1942.36,0,0
27,Mateta,16,1917.5,0,0
0,Ronnow,17,1936.85,0,0
1,Fahrmann,17,1961.31,0,0
2,Stambouli,17,1950.29,0,0
3,William,17,1935.11,0,0
4,Mustafi,17,1949.49,0,0
5,Ludewig,17,1948.6,0,0
6,Oczipka,17,1935.38,0,0
7,Kolasinac,17,1942.6,0,0
8,Mendyl,17,1961.5,0,0
9,Nastasic,17,1938.59,0,0
10,Sane,17,1941.13,0,0
11,Becker,17,1989.3,0,0
12,Thiaw,17,1960.72,0,0
13,Calhanoglu,17,1941.35,0,0
14,Bozdogan,17,1998.99,0,0
15,Bentaleb,17,1933.69,0,0
16,Boujellab,17,1945.12,0,0
17,Mercan,17,1968.03,0,0
18,Harit,17,1925.31,0,0
19,Schopf,17,1947.58,0,0
20,Mascarell,17,1923.08,0,0
21,Paciencia,17,1930.36,0,0
22,Hoppe,17,1943.67,0,0
23,Skrzybski,17,1957.87,0,0
24,Uth,17,1926.68,0,0
25,Raman,17,1919.05,0,0
26,Huntelaar,17,1964.75,0,0
27,Alex,17,1950,0,0
